Nombre,Apellido,RUT,Dirección,Comuna,N° Cuenta Corriente,Banco,Monto de Garantía,Fecha de Pago de Garantía,N° Jornada de Remate,Fecha del Remate,Modelo de Automóvil,Categoría de Automóvil,Proveedor del Auto,Pago del Restante,Fecha de Pago del Restante,Devolución de Garantía,Fecha de Devolución,Cantidad de Click en Inicio,"Cantidad de Click en ""Quiénes Somos""",Cantidad de Click en Contacto,Cantidad de Click en Remates Activos,Cantidad de Click en Abonar Garantía,Cantidad de Click en Agregar al Carro,Cantidad de Click a Salón de Remate
Fabricio,Balaguer,3195245-K,"Plaza Rodolfo Tejedor 585
Huelva, 35213",Ñuñoa,ES0621927514678858567291,Scotiabank,1881493.6,2024-05-29,8,2024-07-19,Nissan Sentra,Hatchback,Santander,7126230.6,2024-12-07,0.0,,10,18,16,25,42,28,12
Tecla,Paz,10206315-5,"Glorieta de Jennifer Díez 829 Apt. 16 
Segovia, 21140",La Florida,ES4499131427277155068298,Santander,1235703.53,2024-03-10,34,2024-12-03,Ford Fiesta,Camioneta,Santander,0.0,,1235703.53,2024-12-30,26,35,43,152,0,6,52
Luisa,Castañeda,22111064-1,"Callejón de Felipe Gordillo 90 Puerta 6 
Vizcaya, 18965",Vitacura,ES3153868916430666183707,Santander,1717642.27,2024-01-12,11,2024-09-09,Toyota Corolla,Hatchback,Santander,13746832.67,2024-09-13,0.0,,62,46,30,157,29,58,23
Camilo,Castejón,16128257-K,"Paseo Marc Burgos 186 Puerta 2 
Ourense, 42371",La Florida,ES2766243642630943377299,Banco Estado,1183922.51,2024-03-27,36,2024-11-30,Toyota Corolla,Hatchback,Scotiabank,17972765.15,2024-12-27,0.0,,61,36,44,25,1,78,89
Almudena,Iniesta,12841864-4,"Pasaje Zacarías Rodriguez 64
Baleares, 38718",Santiago,ES9699124614798451519852,Banco de Chile,1175868.99,2024-05-19,10,2024-09-27,Chevrolet Spark,Coupé,Banco Estado,0.0,,1175868.99,2024-12-02,71,49,16,124,20,24,73
Roque,Polo,7401710-K,"Urbanización Blanca Tudela 9
Lugo, 01632",Providencia,ES4807143675183180475044,BCI,667447.39,2024-05-23,6,2024-09-09,Honda Civic,Camioneta,Scotiabank,9795936.82,2024-10-27,0.0,,87,44,44,181,5,92,4
Rufina,Planas,2768680-K,"Cañada Eli Losa 95 Apt. 97 
Cuenca, 03960",Ñuñoa,ES4816625644480004122255,BCI,1542847.67,2024-05-05,4,2024-11-25,Honda Civic,SUV,BCI,0.0,,1542847.67,2024-12-30,59,18,31,78,42,72,77
Mireia,Vara,19417567-1,"Cañada María Ángeles Cantón 113 Piso 2 
Huelva, 08146",Santiago,ES7906240296435183000167,Banco Estado,758147.13,2024-07-11,42,2024-10-14,Nissan Sentra,Camioneta,Scotiabank,6854959.11,2024-11-27,0.0,,0,7,19,74,35,64,71
Ariel,Sanmiguel,24707169-5,"Pasadizo Pascuala Porcel 56 Apt. 49 
Guadalajara, 34721",Providencia,ES7504623947696488758993,BCI,786016.35,2024-05-12,5,2024-06-15,Nissan Sentra,Hatchback,BCI,15710308.6,2024-06-24,0.0,,39,23,47,75,18,60,55
Miriam,Torrens,16555777-8,"Pasadizo Amelia Martorell 32
Almería, 38331",Providencia,ES0595648281218865792730,Banco Estado,792919.52,2024-04-21,48,2024-05-13,Toyota Corolla,SUV,Scotiabank,12839768.29,2024-05-22,0.0,,5,44,36,40,1,71,34
Regina,Vazquez,15165764-8,"Avenida Aurelia Rodrigo 66
Albacete, 28019",Ñuñoa,ES6552375763933791318351,Banco Estado,1505282.42,2024-07-05,22,2024-07-08,Toyota Corolla,Camioneta,Scotiabank,18593335.11,2024-09-14,0.0,,59,5,28,169,34,84,76
Tere,Almeida,4367817-5,"Avenida de Ildefonso Pomares 49
Vizcaya, 20592",Las Condes,ES0894833357612110805186,BCI,964722.98,2024-03-19,34,2024-11-19,Ford Fiesta,Coupé,Scotiabank,0.0,,964722.98,2024-12-18,39,26,45,197,26,45,4
Rosendo,Botella,21479617-1,"Rambla de Marta Laguna 9 Apt. 21 
Almería, 01589",Las Condes,ES6578648674017605427594,BCI,554158.03,2024-02-14,42,2024-06-01,Honda Civic,Coupé,Scotiabank,0.0,,554158.03,2024-09-14,15,29,46,11,21,60,34
Mauricio,Uriarte,7060029-3,"Vial Rosario Barco 44 Apt. 35 
Burgos, 41822",Santiago,ES2054765479190069168523,Banco Estado,857206.36,2024-03-06,9,2024-04-29,Honda Civic,Hatchback,BCI,8679873.51,2024-05-25,0.0,,2,4,41,183,26,66,8
Irma,Pazos,17794570-6,"Cuesta de Valentina Terrón 72
Zaragoza, 38745",Las Condes,ES9231475214729387861727,Banco de Chile,535347.7,2024-01-12,23,2024-07-10,Nissan Sentra,Camioneta,Banco Estado,10536798.42,2024-07-25,0.0,,52,40,0,181,32,48,57
Ignacia,Cerro,24370187-2,"Via Viviana Pons 6
Huesca, 27430",Vitacura,ES7466235723978168035663,BCI,1207885.51,2024-06-17,39,2024-10-01,Honda Civic,Sedán,Banco de Chile,15332830.21,2024-12-08,0.0,,42,36,48,34,16,98,44
Amada,Pera,21097031-2,"Acceso de Macario Juan 24
Almería, 30813",Providencia,ES9639001614555859054322,Scotiabank,1520210.36,2024-01-03,49,2024-09-15,Nissan Sentra,Hatchback,Banco de Chile,0.0,,1520210.36,2024-12-25,50,21,30,121,46,59,26
Vicenta,Roca,16889916-5,"Cuesta Ceferino Castro 1
Ávila, 01302",Ñuñoa,ES7986986788092133648326,Scotiabank,1552119.23,2024-06-06,39,2024-11-01,Honda Civic,Sedán,Santander,14796091.11,2024-11-17,0.0,,57,50,26,97,16,44,58
Olegario,Garrido,8099088-K,"Pasaje de Patricia Lasa 853 Puerta 5 
Cáceres, 23268",La Florida,ES3900717361567168061572,BCI,1490135.92,2024-04-02,34,2024-05-05,Chevrolet Spark,Sedán,Scotiabank,0.0,,1490135.92,2024-11-25,26,35,5,133,18,64,13
Geraldo,Olmo,18667471-5,"Pasaje Artemio Santamaria 27
Baleares, 51703",Santiago,ES4922957899796778232509,Santander,559863.63,2024-03-01,38,2024-08-17,Toyota Corolla,Sedán,Banco de Chile,0.0,,559863.63,2024-10-28,8,11,1,107,42,86,50
Gaspar,Oliver,13666885-4,"Paseo Marita Noguera 57
León, 24095",La Florida,ES5188889964086969739510,Scotiabank,1974619.24,2024-03-08,23,2024-04-24,Ford Fiesta,Hatchback,Scotiabank,8167762.68,2024-07-23,0.0,,45,28,0,128,30,18,49
Leticia,Soriano,14353103-1,"Calle Daniela Folch 13
Burgos, 03068",Ñuñoa,ES8410352570494233298307,BCI,763214.48,2024-05-13,50,2024-10-10,Nissan Sentra,Coupé,Santander,11627776.58,2024-12-12,0.0,,71,48,38,46,35,64,63
José,Miró,18760027-8,"Vial Íñigo Buendía 8 Piso 4 
Málaga, 31822",Vitacura,ES4126726734158286534820,Scotiabank,1219599.45,2024-01-06,37,2024-07-22,Honda Civic,Sedán,Santander,0.0,,1219599.45,2024-09-26,11,50,9,115,4,58,96
Francisco Javier,Castro,19241964-6,"Cañada Mireia Agustín 95 Puerta 0 
Sevilla, 37760",Las Condes,ES0350040182373660878913,Banco de Chile,963788.68,2024-06-09,29,2024-09-21,Toyota Corolla,Camioneta,Santander,13586636.98,2024-11-25,0.0,,35,26,21,100,44,93,90
Godofredo,Vendrell,13239344-3,"Camino de Juan Sans 585 Puerta 2 
Ourense, 37856",Ñuñoa,ES8791654697650574596578,Santander,1546389.33,2024-03-07,17,2024-07-06,Toyota Corolla,Coupé,Banco de Chile,13560230.29,2024-07-22,0.0,,78,22,1,112,0,43,90
Pío,Corral,6062444-5,"Callejón de Griselda Gallart 91
Girona, 51860",Vitacura,ES2860697204637960340370,Banco Estado,1544813.67,2024-01-18,16,2024-08-15,Chevrolet Spark,SUV,Santander,15540719.98,2024-11-13,0.0,,35,44,1,53,49,21,90
Hector,Osorio,7259734-6,"Via Selena Anguita 689 Apt. 86 
Salamanca, 01727",La Florida,ES7748320713695769151538,Scotiabank,1984445.02,2024-01-23,41,2024-06-18,Honda Civic,Coupé,Scotiabank,0.0,,1984445.02,2024-11-16,55,6,27,162,42,10,11
Samu,Álamo,24490941-8,"Pasadizo Roque Trujillo 47 Puerta 2 
Almería, 27017",Providencia,ES0759823514614093608765,Banco de Chile,611921.38,2024-01-13,2,2024-10-02,Nissan Sentra,Coupé,Scotiabank,0.0,,611921.38,2024-12-09,72,11,27,165,19,23,32
Aura,Ferrándiz,8397211-4,"Cuesta de Marcio Galán 19
Castellón, 32708",Providencia,ES1348370720361579859447,Scotiabank,1279978.65,2024-02-24,4,2024-11-22,Ford Fiesta,Sedán,BCI,7589458.77,2024-12-26,0.0,,15,34,43,57,17,96,75
José Luis,Aguiló,6616279-6,"Pasaje de Marisol Corral 96 Piso 8 
Navarra, 29665",Ñuñoa,ES3044429105554873274020,Banco de Chile,1319637.74,2024-05-11,12,2024-10-07,Nissan Sentra,Camioneta,Scotiabank,0.0,,1319637.74,2024-10-12,32,17,2,107,28,19,54
Édgar,Martí,20431893-K,"Cañada Isaura Berenguer 89 Apt. 18 
Huelva, 50361",La Florida,ES2528708559120005583827,Banco de Chile,1283101.8,2024-06-22,9,2024-11-07,Honda Civic,SUV,Santander,0.0,,1283101.8,2024-12-28,44,46,14,162,44,1,29
Ramiro,Alvarez,20302374-K,"Pasaje de Alejo Torres 9 Puerta 7 
Asturias, 28220",Vitacura,ES4446122934824159485846,BCI,1954334.18,2024-04-08,43,2024-05-20,Ford Fiesta,SUV,Santander,15642117.38,2024-07-03,0.0,,9,25,44,99,47,49,0
Marisela,Ariza,9793073-2,"Paseo de Rosa María Cañete 35
Valladolid, 49448",Ñuñoa,ES5812839318665629686093,Banco Estado,1925085.42,2024-01-21,12,2024-06-14,Honda Civic,Coupé,Scotiabank,5529159.24,2024-10-04,0.0,,72,16,18,62,32,38,95
Mariana,Muñoz,15741142-K,"Vial Mar Rebollo 735
Zaragoza, 38694",La Florida,ES1256068479373050369521,Santander,1786383.93,2024-01-21,32,2024-12-27,Toyota Corolla,Camioneta,Santander,6101744.67,2024-12-27,0.0,,41,49,8,143,32,74,65
Rubén,Mármol,23574279-9,"Callejón Estela Navarrete 56 Apt. 99 
Burgos, 47481",Santiago,ES6493358899466730188567,Banco Estado,1475113.48,2024-06-04,42,2024-11-13,Nissan Sentra,Coupé,Scotiabank,7991247.22,2024-12-23,0.0,,77,26,34,116,34,41,44
Plinio,Baeza,2613562-1,"Vial de Esteban Arco 89
Ciudad, 48838",Ñuñoa,ES8105484109850833843810,BCI,692165.67,2024-05-31,21,2024-07-09,Honda Civic,Camioneta,Scotiabank,5842685.09,2024-10-22,0.0,,60,6,45,126,4,54,90
Isidora,Pedrosa,17806719-2,"Plaza de Guadalupe Moreno 2
Almería, 36930",Providencia,ES5633499271969369438343,Banco de Chile,926852.81,2024-07-11,4,2024-12-03,Toyota Corolla,Coupé,Banco Estado,0.0,,926852.81,2024-12-27,54,17,35,3,17,86,19
Graciela,Menéndez,10910252-0,"Pasadizo María José Ledesma 19 Piso 4 
Baleares, 32004",Santiago,ES6787026506001952296018,Scotiabank,1292817.18,2024-01-12,3,2024-10-04,Chevrolet Spark,Camioneta,Banco de Chile,0.0,,1292817.18,2024-12-05,12,37,13,20,22,7,63
Pía,Arias,17098017-4,"Pasaje Rosalva Rivera 30
Valladolid, 47485",Las Condes,ES1828186464011286823943,Scotiabank,730242.29,2024-05-22,39,2024-12-07,Chevrolet Spark,Camioneta,Scotiabank,0.0,,730242.29,2024-12-25,14,34,41,190,4,19,40
Pastor,Amigó,23012466-3,"Glorieta Íngrid Chamorro 68 Puerta 3 
Girona, 35216",Santiago,ES4296578851183254797407,Banco Estado,1273216.61,2024-07-01,6,2024-07-18,Nissan Sentra,Hatchback,Scotiabank,17008668.31,2024-08-19,0.0,,26,16,28,91,15,90,37
Isaura,Valbuena,23017236-6,"Pasaje de Ágata Cabañas 72 Piso 1 
Toledo, 04290",Providencia,ES3255503973995479607591,BCI,707538.24,2024-01-20,33,2024-05-12,Honda Civic,Coupé,Banco Estado,0.0,,707538.24,2024-10-29,64,39,24,31,47,98,76
Adelardo,Perez,18045017-3,"Urbanización Simón Arco 53
Madrid, 18433",Vitacura,ES8232783814033372207453,BCI,1548250.15,2024-06-12,12,2024-08-29,Ford Fiesta,Coupé,Banco de Chile,8202321.79,2024-10-06,0.0,,78,46,7,12,41,84,45
Gracia,Carmona,11176507-3,"Calle de Andrea Gomez 9 Apt. 82 
Pontevedra, 11681",Providencia,ES4508349158916593988434,Banco de Chile,1622189.2,2024-06-28,2,2024-08-16,Ford Fiesta,Sedán,Santander,0.0,,1622189.2,2024-10-08,87,16,44,110,46,62,25
Teófila,Azcona,23482192-K,"Avenida de Socorro Pina 462
La Coruña, 07473",Ñuñoa,ES1872590907468829959988,BCI,1937627.94,2024-04-04,35,2024-07-30,Toyota Corolla,Hatchback,BCI,13107242.66,2024-12-23,0.0,,56,7,48,181,50,6,5
Rosalía,Cabezas,12607864-1,"Cuesta de Reyna Castells 77
Jaén, 38349",Vitacura,ES8131560813534885174150,Banco de Chile,1440817.84,2024-02-18,8,2024-10-08,Chevrolet Spark,Camioneta,Banco Estado,18142585.85,2024-11-15,0.0,,78,10,0,22,14,26,31
Andrés Felipe,Pujol,4452206-3,"Rambla de Adoración Acosta 72 Apt. 16 
Toledo, 42583",Santiago,ES4015645487005819102243,Banco Estado,1865111.76,2024-04-12,4,2024-05-16,Ford Fiesta,Hatchback,Santander,0.0,,1865111.76,2024-09-07,39,38,5,117,13,57,80
Lorenza,Molina,10629431-3,"Via Joel Carlos 52 Piso 0 
Sevilla, 06291",La Florida,ES5825070015405316652169,Scotiabank,1776969.47,2024-04-02,14,2024-04-10,Nissan Sentra,Camioneta,Banco Estado,0.0,,1776969.47,2024-11-18,58,15,27,25,26,61,37
Ceferino,Jordán,1408472-K,"Acceso de Sofía Clavero 72
León, 30852",Ñuñoa,ES9864075047618017585486,BCI,862805.82,2024-05-28,12,2024-09-17,Ford Fiesta,Hatchback,Banco de Chile,0.0,,862805.82,2024-12-01,24,8,8,116,20,95,12
Nicolasa,Gámez,21134622-1,"Urbanización Clara Soriano 7 Piso 4 
Teruel, 45613",Providencia,ES7623452049068650457481,BCI,1972806.94,2024-02-28,44,2024-08-31,Ford Fiesta,Hatchback,Banco Estado,0.0,,1972806.94,2024-09-08,73,41,48,185,43,46,35
Mayte,Flores,2429631-8,"Urbanización Imelda Paredes 89 Apt. 49 
Ourense, 12114",Ñuñoa,ES6905548223320934347115,Scotiabank,565517.32,2024-06-08,4,2024-07-04,Chevrolet Spark,Camioneta,Banco de Chile,19172428.5,2024-12-04,0.0,,98,45,25,20,4,33,10
Isabela,Larrañaga,8005693-1,"Vial Sosimo Ballester 99 Puerta 9 
Valladolid, 07950",Las Condes,ES1484074438969769283118,Banco Estado,1805010.17,2024-04-17,49,2024-08-25,Chevrolet Spark,Camioneta,Banco Estado,0.0,,1805010.17,2024-11-08,74,34,24,61,9,100,35
Juliana,Mate,6011351-3,"Calle Coral Duque 457 Apt. 70 
Toledo, 21631",Santiago,ES5889207163876287410776,Banco Estado,1271272.12,2024-04-16,44,2024-08-08,Chevrolet Spark,SUV,Banco de Chile,19127379.82,2024-12-27,0.0,,19,36,6,117,17,2,54
Paz,Comas,10540851-K,"Paseo Ildefonso Abascal 9 Apt. 75 
Albacete, 35332",Ñuñoa,ES6572271184966431993470,BCI,1690774.01,2024-03-03,43,2024-05-06,Nissan Sentra,Hatchback,Santander,8068588.61,2024-06-03,0.0,,95,44,28,34,42,9,39
Anselma,Tovar,14793178-6,"Glorieta Lara Malo 7 Apt. 22 
Segovia, 33971",Ñuñoa,ES0320534160651576915155,Banco Estado,1485554.27,2024-04-28,25,2024-08-29,Honda Civic,Hatchback,Banco de Chile,9901335.1,2024-11-25,0.0,,45,11,26,151,18,1,70
José Antonio,Arrieta,1188564-0,"Ronda de Beatriz Murcia 59
Zaragoza, 47222",Vitacura,ES6593863276345222018185,Santander,829610.47,2024-03-22,38,2024-10-26,Nissan Sentra,Hatchback,Banco Estado,0.0,,829610.47,2024-12-07,68,39,18,176,49,30,27
Héctor,Toro,7498832-6,"Alameda Inmaculada Gordillo 49 Puerta 1 
Málaga, 42212",Las Condes,ES3641385122619867202063,Banco Estado,1345509.23,2024-07-04,48,2024-07-20,Ford Fiesta,Hatchback,Santander,6306368.01,2024-09-10,0.0,,35,21,13,22,41,16,17
Quique,Arrieta,11479980-7,"Glorieta Matías Jara 17
Barcelona, 09657",Vitacura,ES0360992772743791236084,Banco de Chile,1119235.91,2024-02-29,30,2024-05-21,Chevrolet Spark,Coupé,Banco Estado,8574855.98,2024-08-14,0.0,,18,45,35,31,43,96,16
José María,Huguet,10115517-K,"Vial Juan José Estrada 458
Navarra, 51392",La Florida,ES2874945861596321897895,Banco Estado,1057911.37,2024-02-13,9,2024-04-14,Nissan Sentra,Camioneta,BCI,7299355.07,2024-06-23,0.0,,28,18,29,63,7,27,71
Montserrat,Huertas,21516065-3,"Rambla de Brunilda Bernal 654
Alicante, 13038",Santiago,ES8417004951206972930735,Banco Estado,1804655.92,2024-03-28,36,2024-12-25,Ford Fiesta,SUV,Scotiabank,8130002.09,2024-12-27,0.0,,58,4,30,86,41,80,49
Juan Antonio,Alcaraz,6386550-8,"Avenida Adalberto Mateos 59
Guipúzcoa, 25515",Vitacura,ES4165944896560210142341,BCI,1488359.45,2024-01-02,8,2024-06-03,Ford Fiesta,Hatchback,Santander,0.0,,1488359.45,2024-07-01,98,18,30,39,48,69,24
Elvira,Falcón,13197423-K,"Callejón de Máximo Martí 50 Puerta 0 
Cuenca, 39046",Las Condes,ES6113849125754467168721,Scotiabank,1483975.61,2024-05-19,26,2024-05-26,Honda Civic,Sedán,Banco Estado,10009280.11,2024-08-31,0.0,,15,0,18,79,26,4,84
Bruno,Conesa,17131482-8,"Urbanización de Anacleto Santiago 23
Málaga, 21925",Santiago,ES2687267149627696532471,BCI,1478601.44,2024-07-03,18,2024-07-28,Nissan Sentra,Camioneta,BCI,13507098.9,2024-11-26,0.0,,9,41,31,118,3,80,36
Eufemia,Valera,14339237-6,"Acceso Sandra Coll 39 Apt. 18 
Cuenca, 13101",Providencia,ES5040025740017406354072,BCI,1518714.93,2024-03-03,2,2024-06-01,Chevrolet Spark,Hatchback,Banco Estado,18871122.67,2024-11-19,0.0,,5,37,14,142,13,69,86
Gerónimo,Moreno,14583695-6,"Rambla de Ruperto Montalbán 47 Puerta 1 
Vizcaya, 15777",Ñuñoa,ES3617732848892929344058,Banco Estado,716045.29,2024-03-31,30,2024-05-22,Ford Fiesta,Sedán,Banco de Chile,5382612.7,2024-05-26,0.0,,94,26,38,66,39,50,19
Elías,Castell,6298003-6,"Ronda de Armida Palomares 45 Piso 5 
Burgos, 04483",Vitacura,ES7857920387182675111984,Santander,512667.32,2024-07-01,31,2024-08-01,Toyota Corolla,SUV,BCI,0.0,,512667.32,2024-08-20,89,6,21,113,46,96,75
Luciano,Barco,23440954-9,"Callejón David Mulet 3
Salamanca, 43074",Vitacura,ES1436691110226472624362,Banco de Chile,1342555.57,2024-01-24,41,2024-07-02,Toyota Corolla,Sedán,Santander,0.0,,1342555.57,2024-12-14,13,26,27,80,17,13,91
Manola,Morell,13915491-6,"Cuesta Donato Bolaños 75 Piso 0 
Cáceres, 31073",La Florida,ES4961194494526490455391,Banco de Chile,1757111.44,2024-05-21,4,2024-11-06,Nissan Sentra,Sedán,Banco Estado,0.0,,1757111.44,2024-12-26,0,50,17,167,46,87,30
Guadalupe,Palacios,3167255-4,"Glorieta Máxima Carrillo 37
Ceuta, 21639",Providencia,ES0529887406876413286722,Scotiabank,1050657.91,2024-01-18,49,2024-12-27,Ford Fiesta,Hatchback,Banco de Chile,0.0,,1050657.91,2024-12-28,16,16,24,196,50,99,84
Marcela,Arnal,10945013-8,"Avenida de Jordán Paniagua 81
Zaragoza, 04243",Las Condes,ES3885226918641512674241,BCI,611066.67,2024-06-01,37,2024-06-14,Ford Fiesta,Coupé,Banco de Chile,18260133.62,2024-12-20,0.0,,61,6,39,124,0,73,96
Zaira,Rincón,19708711-0,"Paseo de Eligio Arias 34 Piso 5 
Valladolid, 35258",Santiago,ES5675879525261340924263,Banco de Chile,1950657.27,2024-03-08,8,2024-10-25,Honda Civic,Hatchback,Santander,0.0,,1950657.27,2024-12-04,65,14,25,148,17,2,92
Máximo,Busquets,24070200-2,"Callejón Ricarda Varela 13 Apt. 36 
Santa Cruz de Tenerife, 12980",Vitacura,ES5349265356485636392748,BCI,885080.4,2024-03-17,23,2024-07-26,Toyota Corolla,Sedán,Banco Estado,0.0,,885080.4,2024-09-07,42,26,6,66,4,100,74
Violeta,Julián,7414346-6,"Alameda de Delfina Planas 5 Piso 7 
La Rioja, 20255",Providencia,ES8187955299974910546837,BCI,514829.47,2024-03-26,50,2024-06-27,Ford Fiesta,Camioneta,Banco Estado,0.0,,514829.47,2024-09-10,24,13,30,50,27,45,17
Eva,Izquierdo,17301347-7,"Paseo Josefa Campoy 53 Apt. 46 
Guipúzcoa, 07593",La Florida,ES3586858597573290876441,Banco Estado,525470.76,2024-02-08,4,2024-04-27,Chevrolet Spark,Camioneta,Scotiabank,7608364.07,2024-12-09,0.0,,39,37,29,14,31,4,94
Juan Carlos,Julián,24814135-2,"Plaza de Miguela Arévalo 456
Cádiz, 11532",Santiago,ES3158141270676505163944,Santander,1994651.02,2024-06-23,6,2024-09-17,Nissan Sentra,Camioneta,Banco de Chile,0.0,,1994651.02,2024-09-26,42,3,45,198,38,20,14
Amelia,Alcalá,15265031-0,"Cañada de Jenny Gimenez 12
La Rioja, 28055",La Florida,ES1127820979051583099541,Banco de Chile,1753945.83,2024-04-02,5,2024-07-04,Nissan Sentra,Hatchback,Banco Estado,19042739.21,2024-10-25,0.0,,60,21,38,10,32,21,50
Melisa,Aguiló,18543879-1,"Avenida de Leonardo Montalbán 1
La Rioja, 30282",Santiago,ES1183273483678927196689,Santander,1522159.18,2024-06-02,33,2024-07-10,Nissan Sentra,Camioneta,Banco de Chile,0.0,,1522159.18,2024-08-16,39,28,49,73,40,2,78
León,Cabanillas,17579653-3,"Urbanización José Luis Mata 992
Melilla, 28346",Providencia,ES0290937323467472496059,Banco Estado,811904.78,2024-02-21,21,2024-04-10,Toyota Corolla,Sedán,Banco Estado,0.0,,811904.78,2024-05-06,17,47,43,170,0,27,95
Pacífica,Quevedo,24233668-2,"Camino de Sandalio Salas 49
Lugo, 47468",Santiago,ES0507435100331090340416,Santander,1376041.53,2024-02-27,24,2024-12-01,Chevrolet Spark,SUV,Banco Estado,0.0,,1376041.53,2024-12-26,31,38,44,194,28,62,36
Venceslás,Coll,18539657-6,"Rambla de Anacleto Coloma 96 Piso 3 
Málaga, 40296",Las Condes,ES4820663323638795609448,Banco Estado,992093.4,2024-02-17,41,2024-03-29,Toyota Corolla,Coupé,Scotiabank,8603387.8,2024-10-07,0.0,,74,13,39,20,0,43,62
Cruz,Segarra,13264398-9,"Glorieta Sara Gallardo 55
Alicante, 47555",La Florida,ES8867293049315167943551,Banco de Chile,608472.85,2024-06-23,15,2024-09-26,Ford Fiesta,SUV,Banco de Chile,0.0,,608472.85,2024-12-12,3,22,18,189,8,2,40
Maxi,Bejarano,24788586-2,"Alameda de Pastor Exposito 36
Ceuta, 36668",La Florida,ES1862560779295981027857,Banco de Chile,1589596.83,2024-03-10,46,2024-11-17,Toyota Corolla,Sedán,Santander,10158589.8,2024-12-12,0.0,,74,27,15,24,11,69,21
Patricia,Heras,3963169-5,"Callejón de Juan Carlos Perera 190
Ceuta, 05078",Vitacura,ES8803391790377006219871,Banco de Chile,1481082.29,2024-02-23,45,2024-04-16,Toyota Corolla,Camioneta,Santander,13833027.31,2024-08-26,0.0,,48,13,22,141,24,61,80
Cristina,Tello,5385470-2,"Avenida Matilde Cases 64 Puerta 8 
Cáceres, 14469",Vitacura,ES9439340690631751897674,BCI,544463.38,2024-01-06,14,2024-05-14,Ford Fiesta,Camioneta,Scotiabank,0.0,,544463.38,2024-08-05,69,37,3,29,40,48,39
Jordi,Tormo,13564730-6,"Cañada Petrona Marquez 22 Puerta 0 
Castellón, 33445",La Florida,ES7420896226983939480445,Scotiabank,714383.94,2024-04-04,7,2024-05-06,Honda Civic,SUV,Scotiabank,10793015.91,2024-05-31,0.0,,5,5,6,113,3,14,42
Judith,Rico,16455238-1,"Calle Brígida Sainz 356 Puerta 2 
La Rioja, 32237",Ñuñoa,ES5191220202588343628220,Scotiabank,1714549.62,2024-07-05,36,2024-08-26,Nissan Sentra,Camioneta,BCI,19154016.21,2024-11-23,0.0,,75,20,40,107,48,75,16
Lourdes,Padilla,13802077-0,"Cuesta de Carina Busquets 47
Zaragoza, 37117",Vitacura,ES4092131475066476025815,Banco de Chile,1270391.09,2024-04-23,30,2024-08-24,Honda Civic,SUV,Banco Estado,8606851.01,2024-11-19,0.0,,47,2,9,140,27,19,15
Lucila,Cid,12741421-1,"Pasadizo de Fabiola Mariscal 14 Apt. 87 
Ávila, 49251",Vitacura,ES0663443825175149327056,Santander,1632977.27,2024-06-07,42,2024-09-12,Nissan Sentra,Hatchback,Santander,19314723.28,2024-09-29,0.0,,32,36,23,3,22,27,71
Perlita,Otero,10481965-6,"Callejón de Óscar Arcos 55
León, 19683",Ñuñoa,ES7952490690090069302456,BCI,1159131.79,2024-07-02,27,2024-10-05,Honda Civic,Sedán,Santander,0.0,,1159131.79,2024-10-27,99,43,21,114,25,49,0
Calixta,Calleja,22687787-8,"Camino Guiomar Casal 82
Teruel, 32009",Vitacura,ES1310366503580249201658,Santander,951596.8,2024-01-25,19,2024-05-01,Chevrolet Spark,Hatchback,Scotiabank,13872480.77,2024-07-03,0.0,,26,17,12,19,27,16,97
Mar,Aroca,3838851-7,"Camino Miguela Moliner 6 Piso 1 
Valladolid, 29475",Las Condes,ES6409346950116807923012,Scotiabank,829602.66,2024-06-10,26,2024-07-30,Ford Fiesta,Camioneta,Banco Estado,19637280.42,2024-12-07,0.0,,28,3,35,52,34,89,67
Heliodoro,Coello,16936126-6,"Cañada de Cristian Solís 66
La Coruña, 45617",Las Condes,ES5053237146190569501793,Banco Estado,1508947.2,2024-03-08,36,2024-07-06,Ford Fiesta,Hatchback,Scotiabank,18133781.31,2024-10-20,0.0,,87,32,26,74,49,8,71
Cruz,Pinedo,17928388-3,"Urbanización Purificación Jover 31 Apt. 80 
Barcelona, 19451",Santiago,ES9604895868697293159006,Banco Estado,878986.34,2024-07-10,3,2024-07-29,Toyota Corolla,Camioneta,Santander,12645588.67,2024-10-24,0.0,,89,11,29,74,12,85,81
Marcelino,Ribes,2977520-6,"Cañada de Armando Alonso 67 Puerta 3 
Córdoba, 49523",Las Condes,ES8204763622218759260645,Banco Estado,1309110.45,2024-06-29,26,2024-11-01,Chevrolet Spark,SUV,Santander,0.0,,1309110.45,2024-11-28,24,17,16,95,17,78,76
Margarita,Antón,11184362-7,"Plaza de Nayara Benitez 536 Apt. 19 
Navarra, 46955",Vitacura,ES8529619926719290132852,BCI,720156.23,2024-05-29,22,2024-09-17,Honda Civic,SUV,Banco de Chile,13573023.71,2024-11-15,0.0,,24,0,5,143,45,52,96
Lisandro,Caparrós,9714118-5,"Avenida Trini Avilés 96
Navarra, 31065",Providencia,ES3269264380937813897918,Banco Estado,1454685.52,2024-03-30,11,2024-04-05,Toyota Corolla,Hatchback,Banco de Chile,0.0,,1454685.52,2024-07-22,44,39,48,47,50,16,64
